Node1,Node2,Sign,Weight
RAC1,PAK2,1,1
RAC1,PIK3R1,1,1
RAC1,PRKCD,1,1
RAC1,ROCK1,1,1
RAC1,STAT3,1,1
RAF1,EIF2AK2,1,1
RAF1,MAP2K1,1,1
RAF1,MAP2K2,1,1
RAF1,RB1,1,1
RAF1,RELA,1,1
RALA,MAPK8,1,1
RALA,MAPK9,1,1
RALA,SRC,1,1
RARA,EGFR,1,1
RARA,PRKCA,1,1
RB1,E2F2,-1,1
RB1,E2F3,-1,1
RB1,HIF1A,1,1
RB1,JUN,1,1
RB1,MYC,-1,1
RB1,SP1,1,1
RB1,SP3,1,1
RB1,YY1,-1,1
RBL2,E2F4,1,0.4142857142857143
RELA,EGFR,1,1
RELA,EPAS1,1,1
RELA,JUN,1,1
RELA,MYC,-1,1
RELA,NCOR2,-1,1
RELA,VEGFA,1,1
RHOA,FYN,1,1
RHOA,MAPK1,1,1
RHOA,MAPK3,1,1
RHOA,MAPK8,1,1
RHOA,PAK1,1,1
RHOA,PKN1,1,1
RHOA,PTK2,1,1
RHOA,ROCK1,1,1
RIPK2,IKBKG,1,1
RIPK2,MAP3K7,1,1
RIPK2,MAPK14,1,1
RIPK2,MAPK8,1,1
RIPK2,PRKCD,1,1
ROCK1,MAP2K4,1,1
ROCK1,MAPK8,1,1
ROCK1,PTK2,1,1
ROCK2,CTNNB1,1,1
RPS6KA1,FOS,1,1
RPS6KA1,GSK3B,1,1
RPS6KA1,SRF,1,1
RPS6KA3,EIF2AK2,1,1
RPS6KA3,FOS,1,1
RPS6KA3,SRF,1,1
RPS6KA4,ATF1,1,1
RPS6KA4,CREB5,1,1
RPS6KA4,FOS,1,1
RPS6KA4,RELA,1,1
RPS6KB1,GSK3B,-1,0.2
RPS6KB1,IRF3,1,0.2
RUNX1,MYC,-1,1
SKI,SMAD3,1,1
SKI,SMAD4,1,1
SKIL,SMAD3,1,1
SKIL,SMAD4,1,1
SKP2,CCNA2,-1,1
SKP2,CCNE1,-1,1
SKP2,MYC,-1,1
SKP2,RB1,1,1
SMAD3,JUN,1,1
SMAD3,MYC,-1,1
SMAD3,VEGFA,1,1
SMAD4,CTCF,1,1
SMAD4,JUN,1,1
SMAD4,MYC,-1,1
SMAD6,ACVR1,1,1
SMAD6,NR2C2,-1,1
SMAD6,SMAD3,1,1
SMARCA4,NR3C1,1,1
SMARCA4,ZEB1,1,1
SMO,AKT1,1,1
SMO,FYN,1,1
SMO,GATA3,1,1
SMO,GNAI2,1,1
SMO,PRKACA,1,1
SMO,SRC,1,1
SNAI1,HBEGF,1,0.5
SP1,APP,1,1
SP1,ITGA5,1,1
SP1,NR3C1,1,1
SP1,SKP2,1,1
SP1,TGFBR2,1,1
SP1,VEGFA,1,1
SPAG9,MAP2K4,1,1
SPAG9,MAPK11,1,1
SPAG9,MAPK14,1,1
SRC,ABL1,1,1
SRC,AKT1,1,1
SRC,BCAR1,1,1
SRC,CAV1,1,1
SRC,CTNND1,1,1
SRC,EGFR,1,1
SRC,FOS,1,1
SRC,HRAS,1,1
SRC,ITGB1,1,1
SRC,ITGB5,1,1
SRC,MAP2K1,1,1
SRC,MAPK1,1,1
SRC,MAPK11,1,1
SRC,MAPK14,1,1
SRC,PAK2,1,1
SRC,PPP2CA,-1,1
SRC,PRKCD,1,1
SRC,PTK2,1,1
SRC,PTK2B,1,1
SRC,RAC1,1,1
SRC,RAF1,1,1
SRC,RPS6KA3,1,1
SRC,STAT1,1,1
SRC,STAT3,1,1
SRC,STAT5B,1,1
SRC,SYK,1,1
SRC,TGFBR2,1,1
SRF,FOSL1,1,1
SRPK2,PRKACA,1,1
SRPK2,PRKCD,1,1
SRPK2,SMAD4,1,1
STAT1,MYC,-1,1
STAT1,VEGFA,1,1
STAT3,EGFR,1,1
STAT3,STAT1,1,1
STAT3,VEGFA,1,1
STK11,ETV4,1,1
STK11,GSK3B,1,1
STK11,NUAK1,1,1
STK11,TP53,1,1
STK16,PRKACA,1,1
STK16,SRF,1,1
SYK,MAPK11,1,1
SYK,MAPK14,1,1
SYK,PIK3R1,1,1
SYK,PRKCA,1,1
SYK,PRKCD,1,1
SYK,PTK2,1,1
SYK,PTK2B,1,1
SYK,STAT3,1,1
TAB1,CHUK,1,1
TAB1,NR2C2,1,1
TAB2,CHUK,1,1
TAB2,NR2C2,1,1
TADA3,EP300,1,1
TCF7L2,STAT3,1,1
TDG,NR3C1,1,1
TFAP2A,NR3C1,1,1
TFAP2A,PRKCA,1,1
TFAP2A,VEGFA,1,1
TFDP1,CCNE1,1,1
TFDP1,PCNA,1,1
TFDP2,E2F2,1,1
TGFB1,APP,1,1
TGFB1,EGFR,1,1
TGFB1,MTOR,1,1
TGFB1,PAX8,-1,1
TGFB1,PIK3R1,1,1
TGFB1,SMAD3,1,1
TGFB1,TGFBR2,1,1
TGFB1,TP53,1,1
TGFB1,TRAF6,1,1
TGFBR2,AKT3,1,1
TGFBR2,MAP3K7,1,1
TGFBR2,PIK3R1,1,1
TGFBR2,SMAD3,1,1
TGFBR2,SMAD4,1,1
TGFBR2,TRAF6,1,1
THBS1,EGFR,1,1
THBS1,TGFB1,1,1
THRA,Gene8417__THRA,1,1
THRA,NR2F2,1,1
THRA,RARA,1,1
TNK2,AKT1,1,1
TNK2,BCAR1,1,1
TP53,CAV1,1,1
TP53,CHEK1,-1,1
TP53,CTNNB1,-1,1
TP53,EGFR,1,1
TP53,HMGB1,1,1
TP53,LIF,1,1
TP53,MYC,-1,1
TP53,RPS6KA1,1,1
TP53,THBS1,1,1
TRAF2,CHUK,1,1
TRAF2,IKBKB,1,0.2
TRAF2,NR2C2,1,1
TRAF2,RIPK2,-1,1
TRAF2,TAB1,1,1
TRAF6,AKT1,1,1
TRAF6,AKT3,1,1
TRAF6,MAP3K14,1,1
TRAF6,MAP3K7,1,1
TRAF6,MAPK14,1,1
TRAF6,MAPK8,1,1
TRAF6,MYB,-1,1
TRIM28,STAT1,-1,1
TRIM28,STAT3,-1,1
TRIM33,CTNNB1,-1,1
TRIM33,SMAD3,1,1
TRIM33,SMAD4,1,1
TXN,ARNT,1,1
TXN,NFKB1,1,1
TXN,NR3C1,1,1
TXN,SP1,1,1
TYK2,EIF2AK2,1,1
TYK2,PIK3R1,1,1
TYK2,PTPN11,1,1
TYK2,STAT1,1,1
TYK2,STAT3,1,1
TYK2,STAT5B,1,1
UBE2D1,EGFR,1,1
UBE2D1,SKIL,1,1
UBE2D1,TP53,1,1
UBE2I,CEBPA,-1,1
UBE2I,FOS,-1,1
UBE2I,HDAC1,1,1
UBE2I,JUN,-1,1
UBE2I,MITF,-1,1
UBE2I,MYB,1,1
UBE2I,TRIM28,1,1
USF2,THBS1,1,1
VEGFA,EGFR,1,1
VRK1,JUN,1,1
VRK1,TP53,1,1
WEE1,IRF3,1,0.2
WNK1,MAPK1,1,1
WNK1,PRKCD,1,1
WNT5A,NLK,1,1
WWTR1,SMAD3,1,1
WWTR1,TEAD1,1,1
WWTR1,TEAD4,1,1
YAP1,TEAD1,1,1
YAP1,TEAD4,1,1
YWHAQ,RAF1,-1,1
YY1,EPAS1,-1,1
YY1,MYC,1,1
ZMIZ1,MYC,1,1
ZMIZ1,NOTCH1,1,1
ADAM10,MET,1,1
ADAM10,IL6R,1,1
ADAM10,NOTCH1,1,1
ADAM10,NOTCH2,1,1
APP,NOTCH2,1,1
THBS1,ITGAV,1,1
THBS1,ITGB1,1,1
ADAM17,ITGB1,1,1
ADAM17,MET,1,1
ADAM17,ITGA5,1,1
ADAM17,IL6R,1,1
ADAM17,NOTCH1,1,1
ADAM9,ITGB1,1,1
ADAM9,ITGAV,1,1
ADAM9,ITGB5,1,1
FN1,ITGAV,1,1
FN1,ITGB1,1,1
FN1,ITGA5,1,1
TGFB1,ITGAV,1,1
TGFB1,ACVR1B,1,1
TGFB1,TGFBR2,1,1
TGFB1,ACVR1,1,1
TGFB1,EGFR,1,1
TGFB1,ITGB1,1,1
TGFB1,ITGB5,1,1
IL6,IL6R,1,1
VEGFA,EGFR,1,1
VEGFA,ITGB1,1,1
VEGFA,ITGAV,1,1
VEGFA,EPHB2,1,1
YBX1,NOTCH1,1,1
HBEGF,EGFR,1,1
HBEGF,ERBB2,1,1
HRAS,CAV1,1,1
GNAI2,CAV1,1,1
GNAI2,EGFR,1,1
TLN1,ITGB5,1,1
VCL,ITGB5,1,1
TGFB1,SMAD3,1,1
TGFB1,CAV1,1,1
PTPN6,EGFR,1,1
