SAMPLENAME,TITLE,panelnbr,cellnbr,pname,cellname,Value
META-7988,glyceric acid,1,4,NSCLC,A549/ATCC,0.185
META-7989,glyceric acid,1,4,NSCLC,A549/ATCC,0.731
META-7988,guanine,1,4,NSCLC,A549/ATCC,0.072
META-7989,guanine,1,4,NSCLC,A549/ATCC,0.072
META-7988,guanosine,1,4,NSCLC,A549/ATCC,1.358
META-7989,guanosine,1,4,NSCLC,A549/ATCC,1.096
META-7988,guanosine 5'- monophosphate,1,4,NSCLC,A549/ATCC,0.953
META-7989,guanosine 5'- monophosphate,1,4,NSCLC,A549/ATCC,1.129
META-7988,homogentisate,1,4,NSCLC,A549/ATCC,0.876
META-7989,homogentisate,1,4,NSCLC,A549/ATCC,1.000
META-7988,hypoxanthine,1,4,NSCLC,A549/ATCC,1.783
META-7989,hypoxanthine,1,4,NSCLC,A549/ATCC,2.036
META-7988,inosine,1,4,NSCLC,A549/ATCC,2.890
META-7989,inosine,1,4,NSCLC,A549/ATCC,2.440
META-7988,"Isobar 13 includes 5-keto-D-gluconic acid, 2-keto-L-gulonic acid, D-glucuronic acid",1,4,NSCLC,A549/ATCC,0.542
META-7989,"Isobar 13 includes 5-keto-D-gluconic acid, 2-keto-L-gulonic acid, D-glucuronic acid",1,4,NSCLC,A549/ATCC,0.448
META-7988,"Isobar 18 includes D-fructose 1-phosphate, beta-D-fructose 6-phosphate",1,4,NSCLC,A549/ATCC,1.003
META-7989,"Isobar 18 includes D-fructose 1-phosphate, beta-D-fructose 6-phosphate",1,4,NSCLC,A549/ATCC,1.087
META-7988,"Isobar 19 includes D-saccharic acid, 2-deoxy-D-galactose, 2-deoxy-D-glucose, L-fucose, L-rhamnose",1,4,NSCLC,A549/ATCC,0.015
META-7989,"Isobar 19 includes D-saccharic acid, 2-deoxy-D-galactose, 2-deoxy-D-glucose, L-fucose, L-rhamnose",1,4,NSCLC,A549/ATCC,0.015
META-7988,"Isobar 22 includes glutamic acid, O-acetyl-L-serine",1,4,NSCLC,A549/ATCC,1.394
META-7989,"Isobar 22 includes glutamic acid, O-acetyl-L-serine",1,4,NSCLC,A549/ATCC,1.779
META-7988,"Isobar 25 includes L-gulono-1,4-lactone, glucono-gamma-lactone",1,4,NSCLC,A549/ATCC,3.510
META-7989,"Isobar 25 includes L-gulono-1,4-lactone, glucono-gamma-lactone",1,4,NSCLC,A549/ATCC,3.328
META-7988,"Isobar 27 includes L-kynurenine, alpha-2-diamino-gamma-oxobenzenebutanoic acid",1,4,NSCLC,A549/ATCC,0.584
META-7989,"Isobar 27 includes L-kynurenine, alpha-2-diamino-gamma-oxobenzenebutanoic acid",1,4,NSCLC,A549/ATCC,1.011
META-7988,"Isobar 3 includes inositol 1-phosphate, mannose 6-phosphate, glucose 6-phosphate, D-mannose 1-phosphate, alpha-D-glucose 1-phosphate, alpha-D-galactose 1 phosphate",1,4,NSCLC,A549/ATCC,0.996
META-7989,"Isobar 3 includes inositol 1-phosphate, mannose 6-phosphate, glucose 6-phosphate, D-mannose 1-phosphate, alpha-D-glucose 1-phosphate, alpha-D-galactose 1 phosphate",1,4,NSCLC,A549/ATCC,0.929
META-7988,"Isobar 35 includes D-arabinose 5-phosphate, D-ribulose 5-phosphate, alpha-D-ribose-5-phosphate",1,4,NSCLC,A549/ATCC,1.987
META-7989,"Isobar 35 includes D-arabinose 5-phosphate, D-ribulose 5-phosphate, alpha-D-ribose-5-phosphate",1,4,NSCLC,A549/ATCC,1.012
META-7988,"Isobar 36 includes D-sorbitol 6-phosphate, mannitol-1-phosphate",1,4,NSCLC,A549/ATCC,0.034
META-7989,"Isobar 36 includes D-sorbitol 6-phosphate, mannitol-1-phosphate",1,4,NSCLC,A549/ATCC,0.034
META-7988,"Isobar 37 includes mannitol, dulcitol",1,4,NSCLC,A549/ATCC,1.113
META-7989,"Isobar 37 includes mannitol, dulcitol",1,4,NSCLC,A549/ATCC,0.761
META-7988,"Isobar 39 includes N-acetyl-D-glucosamine-6-phosphate, N-acetyl-alpha-D-glucosamine 1-phosphate",1,4,NSCLC,A549/ATCC,1.053
META-7989,"Isobar 39 includes N-acetyl-D-glucosamine-6-phosphate, N-acetyl-alpha-D-glucosamine 1-phosphate",1,4,NSCLC,A549/ATCC,1.330
META-7988,"Isobar 4 includes Gluconic acid, DL-arabinose, D-ribose, L-xylose, DL-lyxose, D-xylulose",1,4,NSCLC,A549/ATCC,1.452
META-7989,"Isobar 4 includes Gluconic acid, DL-arabinose, D-ribose, L-xylose, DL-lyxose, D-xylulose",1,4,NSCLC,A549/ATCC,0.995
META-7988,"Isobar 6 includes valine, betaine",1,4,NSCLC,A549/ATCC,2.484
META-7989,"Isobar 6 includes valine, betaine",1,4,NSCLC,A549/ATCC,3.156
META-7988,"Isobar 9 includes sucrose, beta-D-lactose, D-trehalose, D-cellobiose, D-Maltose, palatinose, melibiose, alpha-D-lactose",1,4,NSCLC,A549/ATCC,0.713
META-7989,"Isobar 9 includes sucrose, beta-D-lactose, D-trehalose, D-cellobiose, D-Maltose, palatinose, melibiose, alpha-D-lactose",1,4,NSCLC,A549/ATCC,0.362
META-7988,Kynurenic acid,1,4,NSCLC,A549/ATCC,1.266
META-7989,Kynurenic acid,1,4,NSCLC,A549/ATCC,1.394
META-7988,L-alpha-glycerophosphorylcholine,1,4,NSCLC,A549/ATCC,0.230
META-7989,L-alpha-glycerophosphorylcholine,1,4,NSCLC,A549/ATCC,0.219
META-7988,L-beta-imidazolelactic acid,1,4,NSCLC,A549/ATCC,0.147
META-7989,L-beta-imidazolelactic acid,1,4,NSCLC,A549/ATCC,0.147
META-7988,malonic acid,1,4,NSCLC,A549/ATCC,1.301
META-7989,malonic acid,1,4,NSCLC,A549/ATCC,1.097
META-7988,methionine,1,4,NSCLC,A549/ATCC,1.498
META-7989,methionine,1,4,NSCLC,A549/ATCC,2.250
META-7988,N('6)-trimethyl-l-lysine,1,4,NSCLC,A549/ATCC,0.806
META-7989,N('6)-trimethyl-l-lysine,1,4,NSCLC,A549/ATCC,2.095
META-7988,"N,N-dimethylarginine",1,4,NSCLC,A549/ATCC,0.773
META-7989,"N,N-dimethylarginine",1,4,NSCLC,A549/ATCC,2.253
META-7988,N-acetyl-D-galactosamine,1,4,NSCLC,A549/ATCC,1.011
META-7989,N-acetyl-D-galactosamine,1,4,NSCLC,A549/ATCC,1.093
META-7988,N-formyl-L-methionine,1,4,NSCLC,A549/ATCC,0.290
META-7989,N-formyl-L-methionine,1,4,NSCLC,A549/ATCC,0.290
META-7988,niacinamide,1,4,NSCLC,A549/ATCC,1.658
META-7989,niacinamide,1,4,NSCLC,A549/ATCC,1.744
META-7988,oxitryptan,1,4,NSCLC,A549/ATCC,0.292
META-7989,oxitryptan,1,4,NSCLC,A549/ATCC,0.292
META-7988,pantothenic acid,1,4,NSCLC,A549/ATCC,0.312
META-7989,pantothenic acid,1,4,NSCLC,A549/ATCC,0.343
META-7988,phenylalanine,1,4,NSCLC,A549/ATCC,2.399
META-7989,phenylalanine,1,4,NSCLC,A549/ATCC,2.926
META-7988,phosphoenolpyruvate,1,4,NSCLC,A549/ATCC,0.908
META-7989,phosphoenolpyruvate,1,4,NSCLC,A549/ATCC,0.200
META-7988,picolinic acid,1,4,NSCLC,A549/ATCC,1.479
META-7989,picolinic acid,1,4,NSCLC,A549/ATCC,0.945
META-7988,porphobilinogen,1,4,NSCLC,A549/ATCC,0.252
META-7989,porphobilinogen,1,4,NSCLC,A549/ATCC,0.503
META-7988,"X-1085 - possible isolobinine or 4-aminoestra-1,3,5(10)-triene-3,17beta-diol",1,4,NSCLC,A549/ATCC,0.559
META-7989,"X-1085 - possible isolobinine or 4-aminoestra-1,3,5(10)-triene-3,17beta-diol",1,4,NSCLC,A549/ATCC,0.976
META-7988,X-1086,1,4,NSCLC,A549/ATCC,0.068
META-7989,X-1086,1,4,NSCLC,A549/ATCC,0.068
META-7988,X-1104,1,4,NSCLC,A549/ATCC,1.342
META-7989,X-1104,1,4,NSCLC,A549/ATCC,1.364
META-7988,X-1107,1,4,NSCLC,A549/ATCC,0.406
META-7989,X-1107,1,4,NSCLC,A549/ATCC,0.406
META-7988,X-1111 - possible methylnitronitrosoguanidine or ethyl thiocarbamoylacetate,1,4,NSCLC,A549/ATCC,1.589
META-7989,X-1111 - possible methylnitronitrosoguanidine or ethyl thiocarbamoylacetate,1,4,NSCLC,A549/ATCC,1.863
META-7988,X-1113 - possible acetylcarnitine,1,4,NSCLC,A549/ATCC,0.188
META-7989,X-1113 - possible acetylcarnitine,1,4,NSCLC,A549/ATCC,0.060
META-7988,X-1114,1,4,NSCLC,A549/ATCC,0.086
META-7989,X-1114,1,4,NSCLC,A549/ATCC,0.502
META-7988,X-1122,1,4,NSCLC,A549/ATCC,0.466
META-7989,X-1122,1,4,NSCLC,A549/ATCC,0.466
META-7988,X-1126,1,4,NSCLC,A549/ATCC,0.749
META-7989,X-1126,1,4,NSCLC,A549/ATCC,1.395
META-7988,X-1129,1,4,NSCLC,A549/ATCC,0.177
META-7989,X-1129,1,4,NSCLC,A549/ATCC,0.177
META-7988,X-1130,1,4,NSCLC,A549/ATCC,0.432
META-7989,X-1130,1,4,NSCLC,A549/ATCC,0.432
META-7988,X-1213,1,4,NSCLC,A549/ATCC,0.214
META-7989,X-1213,1,4,NSCLC,A549/ATCC,0.214
META-7988,X-1288,1,4,NSCLC,A549/ATCC,0.026
META-7989,X-1288,1,4,NSCLC,A549/ATCC,0.026
META-7988,X-1330,1,4,NSCLC,A549/ATCC,0.236
META-7989,X-1330,1,4,NSCLC,A549/ATCC,0.236
META-7988,X-1391,1,4,NSCLC,A549/ATCC,0.208
META-7989,X-1391,1,4,NSCLC,A549/ATCC,0.208
META-7988,X-1455,1,4,NSCLC,A549/ATCC,0.024
META-7989,X-1455,1,4,NSCLC,A549/ATCC,0.301
META-7988,X-1461,1,4,NSCLC,A549/ATCC,0.437
META-7989,X-1461,1,4,NSCLC,A549/ATCC,0.437
META-7988,X-1465,1,4,NSCLC,A549/ATCC,0.178
META-7989,X-1465,1,4,NSCLC,A549/ATCC,0.705
META-7988,X-1468,1,4,NSCLC,A549/ATCC,1.530
META-7989,X-1468,1,4,NSCLC,A549/ATCC,3.654
META-7988,X-1496,1,4,NSCLC,A549/ATCC,1.041
META-7989,X-1496,1,4,NSCLC,A549/ATCC,0.660
META-7988,X-1497,1,4,NSCLC,A549/ATCC,0.862
META-7989,X-1497,1,4,NSCLC,A549/ATCC,0.951
META-7988,X-1498,1,4,NSCLC,A549/ATCC,0.634
META-7989,X-1498,1,4,NSCLC,A549/ATCC,0.324
META-7988,X-1573,1,4,NSCLC,A549/ATCC,1.417
META-7989,X-1573,1,4,NSCLC,A549/ATCC,0.964
META-7988,X-1575,1,4,NSCLC,A549/ATCC,0.107
META-7989,X-1575,1,4,NSCLC,A549/ATCC,0.107
META-7988,X-1593,1,4,NSCLC,A549/ATCC,0.243
META-7989,X-1593,1,4,NSCLC,A549/ATCC,0.243
META-7988,X-1595 - possible glutathione metabolite,1,4,NSCLC,A549/ATCC,0.054
META-7989,X-1595 - possible glutathione metabolite,1,4,NSCLC,A549/ATCC,0.054
META-7988,X-1597,1,4,NSCLC,A549/ATCC,1.465
META-7989,X-1597,1,4,NSCLC,A549/ATCC,1.735
META-7988,X-1609,1,4,NSCLC,A549/ATCC,0.115
META-7989,X-1609,1,4,NSCLC,A549/ATCC,0.115
META-7988,X-1612,1,4,NSCLC,A549/ATCC,0.239
META-7989,X-1612,1,4,NSCLC,A549/ATCC,0.239
META-7988,X-1616,1,4,NSCLC,A549/ATCC,1.175
META-7989,X-1616,1,4,NSCLC,A549/ATCC,1.192
META-7988,X-1656,1,4,NSCLC,A549/ATCC,0.050
META-7989,X-1656,1,4,NSCLC,A549/ATCC,0.050
META-7988,X-1677,1,4,NSCLC,A549/ATCC,0.064
META-7989,X-1677,1,4,NSCLC,A549/ATCC,0.064
META-7988,X-1713,1,4,NSCLC,A549/ATCC,0.448
META-7989,X-1713,1,4,NSCLC,A549/ATCC,0.515
META-7988,X-1733,1,4,NSCLC,A549/ATCC,0.477
META-7989,X-1733,1,4,NSCLC,A549/ATCC,0.477
META-7988,X-1736 - retired - p-hydroxybenzaldehyde,1,4,NSCLC,A549/ATCC,1.020
META-7989,X-1736 - retired - p-hydroxybenzaldehyde,1,4,NSCLC,A549/ATCC,1.024
META-7988,X-1819,1,4,NSCLC,A549/ATCC,2.009
META-7989,X-1819,1,4,NSCLC,A549/ATCC,1.000
META-7988,X-1843 - retired pieces of X-7147,1,4,NSCLC,A549/ATCC,0.500
META-7989,X-1843 - retired pieces of X-7147,1,4,NSCLC,A549/ATCC,0.500
META-7988,X-2005,1,4,NSCLC,A549/ATCC,0.160
META-7989,X-2005,1,4,NSCLC,A549/ATCC,0.160
META-7988,X-2008,1,4,NSCLC,A549/ATCC,0.158
META-7989,X-2008,1,4,NSCLC,A549/ATCC,0.158
META-7988,X-2011,1,4,NSCLC,A549/ATCC,0.016
META-7989,X-2011,1,4,NSCLC,A549/ATCC,0.016
META-7988,X-2026,1,4,NSCLC,A549/ATCC,0.038
META-7989,X-2026,1,4,NSCLC,A549/ATCC,0.038
META-7988,X-2027,1,4,NSCLC,A549/ATCC,0.963
META-7989,X-2027,1,4,NSCLC,A549/ATCC,1.830
META-7988,X-2041,1,4,NSCLC,A549/ATCC,0.883
META-7989,X-2041,1,4,NSCLC,A549/ATCC,1.087
META-7988,X-2046,1,4,NSCLC,A549/ATCC,0.449
META-7989,X-2046,1,4,NSCLC,A549/ATCC,1.022
META-7988,X-2053,1,4,NSCLC,A549/ATCC,0.721
META-7989,X-2053,1,4,NSCLC,A549/ATCC,0.922
META-7988,X-2064,1,4,NSCLC,A549/ATCC,1.168
META-7989,X-2064,1,4,NSCLC,A549/ATCC,0.339
META-7988,X-2074,1,4,NSCLC,A549/ATCC,0.180
META-7989,X-2074,1,4,NSCLC,A549/ATCC,0.180
META-7988,X-2077,1,4,NSCLC,A549/ATCC,0.195
META-7989,X-2077,1,4,NSCLC,A549/ATCC,0.195
META-7988,X-2088,1,4,NSCLC,A549/ATCC,0.500
META-7989,X-2088,1,4,NSCLC,A549/ATCC,0.500
META-7988,X-2107,1,4,NSCLC,A549/ATCC,0.704
META-7989,X-2107,1,4,NSCLC,A549/ATCC,0.299
META-7988,X-2108,1,4,NSCLC,A549/ATCC,0.295
META-7989,X-2108,1,4,NSCLC,A549/ATCC,0.470
META-7988,X-2109,1,4,NSCLC,A549/ATCC,1.009
META-7989,X-2109,1,4,NSCLC,A549/ATCC,0.920
META-7988,X-2129,1,4,NSCLC,A549/ATCC,0.396
META-7989,X-2129,1,4,NSCLC,A549/ATCC,0.855
META-7988,X-2136,1,4,NSCLC,A549/ATCC,0.174
META-7989,X-2136,1,4,NSCLC,A549/ATCC,0.174
META-7988,X-2138,1,4,NSCLC,A549/ATCC,0.381
META-7989,X-2138,1,4,NSCLC,A549/ATCC,0.381
META-7988,X-2139,1,4,NSCLC,A549/ATCC,0.094
META-7989,X-2139,1,4,NSCLC,A549/ATCC,0.094
META-7988,X-2177,1,4,NSCLC,A549/ATCC,0.185
META-7989,X-2177,1,4,NSCLC,A549/ATCC,0.185
META-7988,X-2185,1,4,NSCLC,A549/ATCC,0.355
META-7989,X-2185,1,4,NSCLC,A549/ATCC,0.314
META-7988,X-2193,1,4,NSCLC,A549/ATCC,0.331
META-7989,X-2193,1,4,NSCLC,A549/ATCC,0.331
META-7988,X-2212,1,4,NSCLC,A549/ATCC,1.728
META-7989,X-2212,1,4,NSCLC,A549/ATCC,3.388
META-7988,X-2255 - hydroxyproline form of bradykinin,1,4,NSCLC,A549/ATCC,1.578
META-7989,X-2255 - hydroxyproline form of bradykinin,1,4,NSCLC,A549/ATCC,2.837
META-7988,X-2269,1,4,NSCLC,A549/ATCC,0.326
META-7989,X-2269,1,4,NSCLC,A549/ATCC,0.326
META-7988,X-2272,1,4,NSCLC,A549/ATCC,0.746
META-7989,X-2272,1,4,NSCLC,A549/ATCC,0.983
META-7988,X-2292,1,4,NSCLC,A549/ATCC,0.053
META-7989,X-2292,1,4,NSCLC,A549/ATCC,0.053
META-7988,X-2366,1,4,NSCLC,A549/ATCC,1.265
META-7989,X-2366,1,4,NSCLC,A549/ATCC,0.095
META-7988,X-2389,1,4,NSCLC,A549/ATCC,1.161
META-7989,X-2389,1,4,NSCLC,A549/ATCC,0.632
META-7988,X-2594,1,4,NSCLC,A549/ATCC,0.220
META-7989,X-2594,1,4,NSCLC,A549/ATCC,0.220
META-7988,X-2688,1,4,NSCLC,A549/ATCC,1.004
META-7989,X-2688,1,4,NSCLC,A549/ATCC,1.488
META-7988,X-2690,1,4,NSCLC,A549/ATCC,0.061
META-7989,X-2690,1,4,NSCLC,A549/ATCC,0.061
META-7988,X-2691,1,4,NSCLC,A549/ATCC,0.236
META-7989,X-2691,1,4,NSCLC,A549/ATCC,0.462
META-7988,X-2698,1,4,NSCLC,A549/ATCC,1.569
META-7989,X-2698,1,4,NSCLC,A549/ATCC,0.532
META-7988,X-2711,1,4,NSCLC,A549/ATCC,0.252
META-7989,X-2711,1,4,NSCLC,A549/ATCC,0.294
META-7988,X-2724,1,4,NSCLC,A549/ATCC,0.531
META-7989,X-2724,1,4,NSCLC,A549/ATCC,0.718
META-7988,X-2725,1,4,NSCLC,A549/ATCC,0.975
META-7989,X-2725,1,4,NSCLC,A549/ATCC,1.079
META-7988,X-2726,1,4,NSCLC,A549/ATCC,0.562
META-7989,X-2726,1,4,NSCLC,A549/ATCC,1.000
META-7988,X-2746,1,4,NSCLC,A549/ATCC,0.433
META-7989,X-2746,1,4,NSCLC,A549/ATCC,0.419
META-7988,X-2753,1,4,NSCLC,A549/ATCC,0.154
META-7989,X-2753,1,4,NSCLC,A549/ATCC,0.154
META-7988,X-2757,1,4,NSCLC,A549/ATCC,0.288
META-7989,X-2757,1,4,NSCLC,A549/ATCC,0.256
META-7988,X-2767,1,4,NSCLC,A549/ATCC,0.216
META-7989,X-2767,1,4,NSCLC,A549/ATCC,0.216
META-7988,X-2768,1,4,NSCLC,A549/ATCC,0.598
META-7989,X-2768,1,4,NSCLC,A549/ATCC,0.769
META-7988,X-2778,1,4,NSCLC,A549/ATCC,0.141
META-7989,X-2778,1,4,NSCLC,A549/ATCC,0.781
META-7988,X-2781,1,4,NSCLC,A549/ATCC,0.321
META-7989,X-2781,1,4,NSCLC,A549/ATCC,0.321
META-7988,X-3129,1,4,NSCLC,A549/ATCC,1.530
META-7989,X-3129,1,4,NSCLC,A549/ATCC,1.429
META-7988,X-3138,1,4,NSCLC,A549/ATCC,0.276
META-7989,X-3138,1,4,NSCLC,A549/ATCC,0.397
META-7988,X-3165,1,4,NSCLC,A549/ATCC,0.914
META-7989,X-3165,1,4,NSCLC,A549/ATCC,2.360
META-7988,X-3176 - possible creatine,1,4,NSCLC,A549/ATCC,0.778
META-7989,X-3176 - possible creatine,1,4,NSCLC,A549/ATCC,1.031
META-7988,X-3178 - possible NH3 adduct of isobar 42,1,4,NSCLC,A549/ATCC,0.114
META-7989,X-3178 - possible NH3 adduct of isobar 42,1,4,NSCLC,A549/ATCC,0.993
META-7988,X-3180,1,4,NSCLC,A549/ATCC,0.331
META-7989,X-3180,1,4,NSCLC,A549/ATCC,0.331
META-7988,X-3183 - possible gamma-L-glutamyl-L-phenylalanine,1,4,NSCLC,A549/ATCC,0.075
META-7989,X-3183 - possible gamma-L-glutamyl-L-phenylalanine,1,4,NSCLC,A549/ATCC,0.075
META-7988,X-3216,1,4,NSCLC,A549/ATCC,0.206
META-7989,X-3216,1,4,NSCLC,A549/ATCC,0.206
META-7988,X-3218,1,4,NSCLC,A549/ATCC,0.828
META-7989,X-3218,1,4,NSCLC,A549/ATCC,1.029
META-7988,X-3234,1,4,NSCLC,A549/ATCC,0.438
META-7989,X-3234,1,4,NSCLC,A549/ATCC,0.438
META-7988,X-3303,1,4,NSCLC,A549/ATCC,0.284
META-7989,X-3303,1,4,NSCLC,A549/ATCC,0.284
META-7988,X-3358,1,4,NSCLC,A549/ATCC,0.535
META-7989,X-3358,1,4,NSCLC,A549/ATCC,1.135
META-7988,X-3363,1,4,NSCLC,A549/ATCC,0.287
META-7989,X-3363,1,4,NSCLC,A549/ATCC,0.287
META-7988,X-3365,1,4,NSCLC,A549/ATCC,0.132
META-7989,X-3365,1,4,NSCLC,A549/ATCC,0.132
META-7988,X-3370,1,4,NSCLC,A549/ATCC,0.945
META-7989,X-3370,1,4,NSCLC,A549/ATCC,1.153
META-7988,X-3380,1,4,NSCLC,A549/ATCC,0.155
META-7989,X-3380,1,4,NSCLC,A549/ATCC,0.155
META-7988,X-3389,1,4,NSCLC,A549/ATCC,0.221
META-7989,X-3389,1,4,NSCLC,A549/ATCC,0.221
META-7988,X-3390,1,4,NSCLC,A549/ATCC,1.000
META-7989,X-3390,1,4,NSCLC,A549/ATCC,0.467
META-7988,X-3394,1,4,NSCLC,A549/ATCC,0.264
META-7989,X-3394,1,4,NSCLC,A549/ATCC,0.264
META-7988,X-3400,1,4,NSCLC,A549/ATCC,0.329
META-7989,X-3400,1,4,NSCLC,A549/ATCC,0.329
META-7988,X-3405,1,4,NSCLC,A549/ATCC,0.083
META-7989,X-3405,1,4,NSCLC,A549/ATCC,2.223
META-7988,X-3435,1,4,NSCLC,A549/ATCC,0.089
META-7989,X-3435,1,4,NSCLC,A549/ATCC,0.209
META-7988,X-3439,1,4,NSCLC,A549/ATCC,0.030
META-7989,X-3439,1,4,NSCLC,A549/ATCC,0.030
META-7988,X-3450,1,4,NSCLC,A549/ATCC,1.208
META-7989,X-3450,1,4,NSCLC,A549/ATCC,0.690
META-7988,X-3476,1,4,NSCLC,A549/ATCC,0.184
META-7989,X-3476,1,4,NSCLC,A549/ATCC,0.184
META-7988,X-3489,1,4,NSCLC,A549/ATCC,0.215
META-7989,X-3489,1,4,NSCLC,A549/ATCC,0.215
META-7988,X-3493,1,4,NSCLC,A549/ATCC,0.246
META-7989,X-3493,1,4,NSCLC,A549/ATCC,0.930
META-7988,X-3498,1,4,NSCLC,A549/ATCC,0.222
META-7989,X-3498,1,4,NSCLC,A549/ATCC,1.237
META-7988,X-3603,1,4,NSCLC,A549/ATCC,1.037
META-7989,X-3603,1,4,NSCLC,A549/ATCC,1.061
META-7988,X-3658,1,4,NSCLC,A549/ATCC,0.486
META-7989,X-3658,1,4,NSCLC,A549/ATCC,0.486
META-7988,X-3668,1,4,NSCLC,A549/ATCC,0.349
META-7989,X-3668,1,4,NSCLC,A549/ATCC,0.349
META-7988,X-3697,1,4,NSCLC,A549/ATCC,0.448
META-7989,X-3697,1,4,NSCLC,A549/ATCC,0.448
META-7988,X-3698,1,4,NSCLC,A549/ATCC,1.459
META-7989,X-3698,1,4,NSCLC,A549/ATCC,0.229
META-7988,X-3705,1,4,NSCLC,A549/ATCC,0.382
META-7989,X-3705,1,4,NSCLC,A549/ATCC,0.382
META-7988,X-3772,1,4,NSCLC,A549/ATCC,0.296
META-7989,X-3772,1,4,NSCLC,A549/ATCC,0.346
META-7988,X-3776,1,4,NSCLC,A549/ATCC,0.344
META-7989,X-3776,1,4,NSCLC,A549/ATCC,0.344
META-7988,X-3778,1,4,NSCLC,A549/ATCC,0.014
META-7989,X-3778,1,4,NSCLC,A549/ATCC,0.014
META-7988,X-3802,1,4,NSCLC,A549/ATCC,0.116
META-7989,X-3802,1,4,NSCLC,A549/ATCC,0.757
META-7988,X-3803,1,4,NSCLC,A549/ATCC,0.191
META-7989,X-3803,1,4,NSCLC,A549/ATCC,0.191
META-7988,X-3806,1,4,NSCLC,A549/ATCC,0.387
META-7989,X-3806,1,4,NSCLC,A549/ATCC,0.387
META-7988,X-3808,1,4,NSCLC,A549/ATCC,0.236
META-7989,X-3808,1,4,NSCLC,A549/ATCC,0.236
META-7988,X-3810,1,4,NSCLC,A549/ATCC,0.094
META-7989,X-3810,1,4,NSCLC,A549/ATCC,0.094
META-7988,X-3816,1,4,NSCLC,A549/ATCC,0.205
META-7989,X-3816,1,4,NSCLC,A549/ATCC,0.205
META-7988,X-3824,1,4,NSCLC,A549/ATCC,0.320
META-7989,X-3824,1,4,NSCLC,A549/ATCC,0.320
META-7988,X-3830,1,4,NSCLC,A549/ATCC,0.316
META-7989,X-3830,1,4,NSCLC,A549/ATCC,0.316
META-7988,X-3832 - possible phenol sulfate,1,4,NSCLC,A549/ATCC,0.218
META-7989,X-3832 - possible phenol sulfate,1,4,NSCLC,A549/ATCC,0.218
META-7988,X-3833,1,4,NSCLC,A549/ATCC,0.232
META-7989,X-3833,1,4,NSCLC,A549/ATCC,0.232
META-7988,X-3843,1,4,NSCLC,A549/ATCC,0.437
META-7989,X-3843,1,4,NSCLC,A549/ATCC,0.437
META-7988,X-3888,1,4,NSCLC,A549/ATCC,0.239
META-7989,X-3888,1,4,NSCLC,A549/ATCC,0.544
META-7988,X-3893,1,4,NSCLC,A549/ATCC,0.297
META-7989,X-3893,1,4,NSCLC,A549/ATCC,0.297
META-7988,X-3951,1,4,NSCLC,A549/ATCC,1.607
META-7989,X-3951,1,4,NSCLC,A549/ATCC,2.182
META-7988,X-3952,1,4,NSCLC,A549/ATCC,1.244
META-7989,X-3952,1,4,NSCLC,A549/ATCC,1.333
META-7988,X-3955,1,4,NSCLC,A549/ATCC,0.854
META-7989,X-3955,1,4,NSCLC,A549/ATCC,1.000
META-7988,X-3992 - possible Cl adduct of Formate dimer,1,4,NSCLC,A549/ATCC,0.933
META-7989,X-3992 - possible Cl adduct of Formate dimer,1,4,NSCLC,A549/ATCC,0.406
META-7988,X-3994,1,4,NSCLC,A549/ATCC,0.114
META-7989,X-3994,1,4,NSCLC,A549/ATCC,0.114
META-7988,X-4003,1,4,NSCLC,A549/ATCC,0.155
META-7989,X-4003,1,4,NSCLC,A549/ATCC,0.155
META-7988,X-4013,1,4,NSCLC,A549/ATCC,0.336
META-7989,X-4013,1,4,NSCLC,A549/ATCC,0.336
META-7988,X-4018,1,4,NSCLC,A549/ATCC,0.044
META-7989,X-4018,1,4,NSCLC,A549/ATCC,0.044
META-7988,X-4030 - possible glutethimide or securinine,1,4,NSCLC,A549/ATCC,0.304
META-7989,X-4030 - possible glutethimide or securinine,1,4,NSCLC,A549/ATCC,0.304
META-7988,X-4096 - possible gamma-glu-gly-leu,1,4,NSCLC,A549/ATCC,2.228
META-7989,X-4096 - possible gamma-glu-gly-leu,1,4,NSCLC,A549/ATCC,2.478
META-7988,X-4116,1,4,NSCLC,A549/ATCC,0.178
META-7989,X-4116,1,4,NSCLC,A549/ATCC,0.178
META-7988,X-4231,1,4,NSCLC,A549/ATCC,1.305
META-7989,X-4231,1,4,NSCLC,A549/ATCC,1.404
META-7988,X-4238,1,4,NSCLC,A549/ATCC,0.696
META-7989,X-4238,1,4,NSCLC,A549/ATCC,0.005
META-7988,X-4407,1,4,NSCLC,A549/ATCC,0.424
META-7989,X-4407,1,4,NSCLC,A549/ATCC,0.424
META-7988,X-4429,1,4,NSCLC,A549/ATCC,0.221
META-7989,X-4429,1,4,NSCLC,A549/ATCC,0.528
META-7988,X-4432,1,4,NSCLC,A549/ATCC,1.085
META-7989,X-4432,1,4,NSCLC,A549/ATCC,0.847
META-7988,X-4567,1,4,NSCLC,A549/ATCC,0.465
META-7989,X-4567,1,4,NSCLC,A549/ATCC,0.465
META-7988,X-4616 - retired duplicate of 5946,1,4,NSCLC,A549/ATCC,0.418
META-7989,X-4616 - retired duplicate of 5946,1,4,NSCLC,A549/ATCC,0.418
META-7988,X-4617,1,4,NSCLC,A549/ATCC,0.229
META-7989,X-4617,1,4,NSCLC,A549/ATCC,0.792
META-7988,X-4660,1,4,NSCLC,A549/ATCC,0.429
