source,target,interaction
CDC27,ANAPC2,1
CDC27,ANAPC4,1
CDC27,ANAPC5,1
CDC27,ANAPC7,1
CDC27,CDC16,1
CDC27,CDC20,1
CDC27,CDC23,1
CDC27,CDC26,1
CDC27,FZR1,1
CDC42,CDC42BPA,1
CDC42,GSK3B,-1
CDC42,MAP2K7,1
CDC42,MAP3K1,1
CDC42,MAP3K10,1
CDC42,MAP3K11,1
CDC42,MAPK8,1
CDC42,PAK1,1
CDC42,PAK1IP1,1
CDC42,PAK2,1
CDC42,PAK4,1
CDC42,PARD3,1
CDC42,PARD6A,1
CDC42,PARD6B,1
CDC42,PIK3R1,1
CDC42,PLD1,1
CDC42,PRKCZ,1
CDC42,PTEN,1
CDC42,RPS6KB1,1
CDC42,TNK2,1
CDC42,WASF1,1
CDC42BPA,LIMK1,1
CDC42BPA,LIMK2,1
CDC7,ESCO1,-1
CDC7,MCM7,1
CDC7,PSIP1,1
CDH1,ANAPC11,1
CDH1,CTNNA1,1
CDH1,EGFR,1
CDH1,IGF1R,-1
CDH1,ITGAE,1
CDH1,LRP6,1
CDH2,CDON,1
CDH2,PIK3R1,1
CDH4,RAC1,1
CDK1,ABI1,-1
CDK1,ABL1,1
CDK1,ANAPC1,1
CDK1,ANAPC4,1
CDK1,ATAD5,-1
CDK1,BAD,1
CDK1,BCL2,-1
CDK1,BIRC5,1
CDK1,BUB1,1
CDK1,BUB1B,1
CDK1,CASP8,-1
CDK1,CASP9,-1
CDK1,CDC16,1
CDK1,CDC23,1
CDK1,CDC25A,1
CDK1,CDC27,1
CDK1,CDC7,1
CDK1,CHEK1,1
CDK1,CSNK2A1,1
CDK1,CSNK2B,1
CDK1,CUX1,-1
CDK1,DCTN6,1
CDK1,E2F1,1
CDK1,EGFR,-1
CDK1,EIF4EBP1,-1
CDK1,EIF4G2,1
CDK1,ELAVL1,1
CDK1,EPN1,-1
CDK1,ESCO1,-1
CDK1,FBXO5,-1
CDK1,INCENP,1
CDK1,IREB2,-1
CDK1,KHDRBS1,1
CDK1,KIF4A,1
CDK1,KMT5A,1
CDK1,KRT18,1
CDK1,LATS1,1
CDK1,LIG1,1
CDK1,LMNA,1
CDK1,MAP2K1,-1
CDK1,MCL1,-1
CDK1,MDM4,-1
CDK1,NME1,1
CDK1,NPM1,-1
CDK1,NSFL1C,-1
CDK1,NUMA1,-1
CDK1,NUP50,-1
CDK1,NUP98,-1
CDK1,PIK3C3,-1
CDK1,PKN1,1
CDK1,PPP1CA,-1
CDK1,PRC1,1
CDK1,PRDX1,-1
CDK1,PTTG1,1
CDK1,RAB1A,-1
CDK1,RAD9A,1
CDK1,RANBP2,1
CDK1,RANGAP1,1
CDK1,RCC1,1
CDK1,RPS6KB1,1
CDK1,RUNX2,1
CDK1,SIRT2,-1
CDK1,SP1,1
CDK1,SQSTM1,1
CDK1,STIP1,-1
CDK1,STMN1,1
CDK1,SUN1,-1
CDK1,TK1,-1
CDK1,TP53,1
CDK1,TP53BP1,-1
CDK1,TPX2,-1
CDK1,TSC1,-1
CDK1,UBE2A,1
CDK1,UBXN2B,-1
CDK1,VCPIP1,-1
CDK1,WAC,1
CDK1,ZYX,1
CDK2,ANAPC1,-1
CDK2,AXIN1,1
CDK2,CCNA2,1
CDK2,CCNE1,-1
CDK2,CCP110,-1
CDK2,CDC27,-1
CDK2,CDKN1A,-1
CDK2,CDKN1B,-1
CDK2,CDKN2D,1
CDK2,CEBPB,1
CDK2,CHEK1,1
CDK2,DLG1,1
CDK2,E2F1,-1
CDK2,FZR1,-1
CDK2,ID3,-1
CDK2,LIG1,1
CDK2,MDM2,-1
CDK2,MYC,1
CDK2,NPAT,1
CDK2,NPM1,-1
CDK2,PAK1,-1
CDK2,PPP1CA,-1
CDK2,PRDX1,-1
CDK2,PRKAR1A,1
CDK2,RBL2,-1
CDK2,SIRT2,-1
CDK2,SKP2,1
CDK2,SMAD3,-1
CDK2,SMAD4,-1
CDK2,SP1,1
CDK2,TK1,-1
CDK2,TP53,1
CDK2,TPX2,-1
CDK2,UBE2A,1
CDK2,USP37,1
CDK3,ATF1,1
CDK3,E2F1,-1
CDK3,JUN,1
CDK4,MDM4,1
CDK4,MEF2D,-1
CDK4,PRDX1,-1
CDK4,PRKAR1A,1
CDK4,RASSF1,-1
CDK4,RBL1,-1
CDK4,RBL2,-1
CDK4,SMAD3,-1
CDK5,APP,1
CDK5,ATM,1
CDK5,CAMKK2,-1
CDK5,DNM1,1
CDK5,DPYSL2,-1
CDK5,ERBB3,1
CDK5,EZR,1
CDK5,GSK3B,1
CDK5,HTRA2,1
CDK5,HTT,1
CDK5,LMTK2,1
CDK5,MAP2K1,-1
CDK5,PAK1,-1
CDK5,PIK3C3,-1
CDK5,PMAIP1,-1
CDK5,PPP1CA,-1
CDK5,PSEN1,1
CDK5,PTK2,1
CDK5,SRC,1
CDK5,STMN1,-1
CDK5,STXBP1,-1
CDK5,SYNJ1,1
CDK5,TLN1,1
CDK5,TP53,1
CDK5,TPX2,1
CDK6,BCL2,-1
CDK6,CDKN1A,-1
CDK6,PRDX1,-1
CDK6,RBL2,-1
CDK7,CDK1,1
CDK7,CDK2,1
CDK7,CDK4,1
CDK7,E2F1,-1
CDK7,TP53,1
CDK8,CCNH,-1
CDK8,E2F1,-1
CDK8,SMAD3,-1
CDK9,RCHY1,-1
CDK9,SMAD3,-1
CDK9,TP53,1
CDKN1A,CCNA2,-1
CDKN1A,CCND1,-1
CDKN1A,CCND3,-1
CDKN1A,CCNE1,-1
CDKN1A,CCNE2,-1
CDKN1A,CDK1,-1
CDKN1A,CDK3,-1
CDKN1A,PCNA,-1
CDKN1B,CCNA2,-1
CDKN1B,CCND1,-1
CDKN1B,CCND3,-1
CDKN1B,CCNE1,-1
CDKN1B,CCNE2,-1
CDKN1B,CDK4,-1
CDKN1B,RHOA,-1
CDKN1C,CDK4,-1
CDKN2A,ATR,1
CDKN2A,BCL2L1,-1
CDKN2A,CDK2,-1
CDKN2A,CDK4,-1
CDKN2A,CDK6,-1
CDKN2A,HUWE1,-1
CDKN2A,MDM2,-1
CDKN2A,TP53,-1
CDKN2AIP,TP53,1
CDKN2C,CDK4,-1
CDKN2C,CDK6,-1
CDKN2D,CDK4,1
CDKN2D,CDK6,1
CDON,ABL1,1
CDON,BNIP2,1
CDON,MAPK14,1
CDON,SPAG9,1
CDR2,MYC,1
CEBPB,CREB1,1
CEBPB,E2F4,1
CEBPB,HSP90AA1,1
CEBPB,RUNX2,1
CENPE,BUB1B,1
CEP192,AURKA,1
CFL1,ACTA1,1
CFLAR,ATG3,-1
CFLAR,CASP8,-1
CFLAR,DAXX,-1
CFLAR,FADD,-1
CFLAR,RIPK1,-1
CFLAR,TRADD,-1
CHEK1,AURKB,1
CHEK1,BLM,1
CHEK1,BRCA2,1
CHEK1,CDC25A,-1
CHEK1,CDC7,1
CHEK1,DDB1,-1
CHEK1,E2F3,1
CHEK1,FANCD2,1
CHEK1,FANCE,1
CHEK1,FANCL,1
CHEK1,MDM4,-1
CHEK1,NFKB1,-1
CHEK1,PTTG1,1
CHEK1,SYK,-1
CHEK1,TLK1,-1
CHEK1,TP53,1
CHEK1,WEE1,1
CHEK2,BECN1,1
CHEK2,CDC25A,-1
CHEK2,E2F1,1
CHEK2,ELAVL1,1
CHEK2,MDM2,-1
CHEK2,MDM4,-1
CHEK2,PPP2R5C,1
CHEK2,PTTG1,1
CHEK2,SOD1,1
CHEK2,STRAP,1
CHEK2,TERF2,-1
CHEK2,TP53,1
CHEK2,TTK,1
CHEK2,VHL,1
CHKA,EGFR,1
CHUK,CCND1,-1
CHUK,CREBBP,1
CHUK,IKBKB,1
CHUK,IRS1,-1
CHUK,MTOR,1
CHUK,NCOR2,-1
CHUK,NFKB1,-1
CHUK,NFKBIB,1
CHUK,RELA,1
CHUK,TAX1BP1,1
CHUK,TRAF4,-1
CHUK,TSC2,-1
CITED1,SMAD4,1
CKS2,CENPE,1
CLASP1,MAPRE1,1
CLASP2,IQGAP1,1
CLASP2,MAPRE1,1
CLK2,PTPN1,1
COL18A1,ITGA5,1
COL18A1,ITGB1,1
COL1A1,CD44,1
COL1A1,DDR1,1
COL1A1,DDR2,1
COL1A1,ITGA2,1
COL1A1,ITGA5,1
COL1A1,ITGAV,1
COL1A1,ITGB1,1
COPS6,CASP3,1
COX5B,APAF1,1
CRADD,CASP2,1
CRADD,CASP8,1
CRADD,RIPK1,1
CREB1,CD2AP,1
CREB1,CREBBP,1
CREB1,FST,1
CREB1,SMAD3,1
CREB1,TP53,1
CREBBP,CSK,1
CREBBP,E2F1,1
CREBBP,IFNAR2,1
CREBBP,IRF9,1
CREBBP,JUN,1
CREBBP,KAT2B,1
CREBBP,MYC,-1
CREBBP,NFE2L2,1
CREBBP,RELA,1
CREBBP,SMAD3,-1
CREBBP,SMAD4,-1
CREBBP,STAT2,1
CREBBP,TCF7,-1
CREBBP,TP53,1
CREM,CREB1,-1
CREM,KCNIP3,-1
CRK,CBL,1
CRK,DOCK1,1
CRK,MAP4K5,1
CRK,MAPK8,1
CRK,NEDD9,1
CRK,PIK3CA,1
CRK,PIK3R1,1
CRK,PIK3R2,1
CRK,PIK3R3,1
CRK,PTK2,1
CRK,PXN,1
CRK,RAPGEF1,1
CRKL,BCAR1,1
CRKL,DOCK1,1
CRKL,MAPK8,1
CRKL,NEDD9,1
CRKL,PIK3CB,1
CRKL,PIK3R1,1
CRKL,PIK3R2,1
CRKL,PXN,1
CRKL,RAPGEF1,1
CRTC2,CREB1,1
CRTC3,BCL3,1
CRYAB,BCL2L1,-1
CRYAB,CASP3,1
CSDE1,FOS,-1
CSK,ARHGAP35,1
CSK,FYN,1
CSK,IRS1,1
CSK,ITCH,-1
CSK,LYN,-1
CSK,PTK2,1
CSK,PXN,1
CSK,SHC1,1
CSK,SRC,-1
CSK,YES1,-1
CSNK1G1,ATP2B1,1
CSNK1G1,DVL1,1
CSNK1G1,LRP5,1
CSNK1G1,LRP6,1
CSNK1G1,TP53,1
CSNK1G1,YWHAQ,1
CSNK2A1,AKT1,1
CSNK2A1,ARRB2,1
CSNK2A1,BID,1
CSNK2A1,BIK,1
CSNK2A1,BRMS1,-1
CSNK2A1,CALM1,-1
CSNK2A1,CASP2,-1
CSNK2A1,CCAR2,1
CSNK2A1,CCNF,-1
CSNK2A1,CDC27,1
CSNK2A1,CDH1,1
CSNK2A1,CTNNA1,-1
CSNK2A1,DAXX,1
CSNK2A1,DDX58,-1
CSNK2A1,DVL1,1
CSNK2A1,EGR1,-1
CSNK2A1,EIF2B5,1
CSNK2A1,EIF2S2,1
CSNK2A1,EIF3J,1
CSNK2A1,EIF4EBP1,-1
CSNK2A1,EIF4G2,1
CSNK2A1,EIF5,1
CSNK2A1,G3BP1,-1
CSNK2A1,GPI,-1
CSNK2A1,HDAC1,1
CSNK2A1,HDAC2,1
CSNK2A1,HDAC3,1
CSNK2A1,HMGN1,-1
CSNK2A1,HOXB7,-1
CSNK2A1,HSP90AB1,-1
CSNK2A1,IFI16,1
CSNK2A1,IGFBP3,1
CSNK2A1,JUN,-1
CSNK2A1,KEAP1,-1
CSNK2A1,LEF1,1
CSNK2A1,LIG1,1
CSNK2A1,MAPK9,1
CSNK2A1,MAX,-1
CSNK2A1,MDC1,1
CSNK2A1,NFE2L2,-1
CSNK2A1,NOL3,1
CSNK2A1,OTUD5,1
CSNK2A1,PIAS1,1
CSNK2A1,PIN4,-1
CSNK2A1,PPP1R2,1
CSNK2A1,PPP1R8,1
CSNK2A1,PSEN2,1
CSNK2A1,PTEN,-1
CSNK2A1,PTGES3,1
CSNK2A1,RANGAP1,1
CSNK2A1,RELA,1
CSNK2A1,SEC63,1
CSNK2A1,SET,-1
CSNK2A1,SLK,-1
CSNK2A1,SNAI1,1
CSNK2A1,SNCA,1
CSNK2A1,SP1,-1
CSNK2A1,SRF,1
CSNK2A1,STX1A,1
CSNK2A1,TCOF1,1
CSNK2A1,TELO2,-1
CSNK2A1,TERF1,1
CSNK2A1,TFAP2A,1
CSNK2A1,TNFAIP1,1
CSNK2A1,TP53,1
CSNK2A1,WASF2,-1
CSNK2A1,YWHAQ,-1
CSNK2A1,YY1,1
CSNK2B,BID,1
CSNK2B,CHEK2,-1
CSNK2B,EIF5,1
CSNK2B,RELA,1
CSNK2B,SEC63,1
CSNK2B,SET,-1
CSNK2B,TP53,1
CTBP1,BHLHE41,1
CTNNA1,DLG1,1
CTNNA1,PIK3R1,1
CTNNA1,YAP1,-1
CTNND1,CDH1,1
CTNND1,CDH2,1
CTNND1,PSEN1,-1
CTNND1,RAC1,1
CTNND1,VAV2,1
CTSL,BID,1
CTSL,PLAU,1
CTTN,ACTB,1
CTTN,ARPC2,1
CUL1,CDK2,-1
CUL1,CDKN1A,-1
CUL1,CDKN1B,-1
CUL1,E2F1,1
CUL1,SMAD3,-1
CUL4A,TSC2,1
CXCL1,PLCE1,1
CXCL1,PRKACA,-1
CYCS,APAF1,1
CYCS,CASP9,1
CYLD,BCL3,-1
CYLD,DDX58,-1
CYLD,IKBKG,-1
CYLD,MAP3K7,1
CYLD,TRAF2,-1
CYLD,TRAF6,-1
CYTH2,ARF1,1
CYTH2,ARF6,1
DAAM1,RHOA,1
DAB2,AXIN1,-1
DAB2,CSK,1
DAB2,DAB2IP,1
DAB2,DVL3,-1
DAB2,LRP6,-1
DAB2,SMAD3,1
DAB2,TGFBR1,1
DAB2,TGFBR2,1
DAB2IP,GSK3B,1
DAB2IP,HRAS,-1
DAB2IP,KRAS,-1
DAB2IP,NRAS,-1
DAB2IP,PIK3CA,-1
DAB2IP,PIK3R1,-1
DAB2IP,TRAF2,1
DAG1,PRKCA,1
DAP3,CYCS,1
DAPK1,BCL2,-1
DAPK1,BECN1,1
DAPK1,CAMKK2,-1
DAPK1,CDKN2A,1
DAPK1,DAPK3,1
DAPK1,ITGA3,-1
DAPK1,MAP1B,1
DAPK1,MARK2,1
DAPK1,PIN1,-1
DAPK1,PKM,1
DAPK1,PRKD1,1
DAPK1,STX1A,-1
DAPK1,TLN1,-1
DAPK1,TP53,1
DAPK1,TSC2,-1
DAPK3,CDKN1A,1
DAPK3,MDM2,1
DAPK3,TP53,1
DAXX,MDM2,1
DAXX,SLC9A1,1
DAXX,SMAD4,-1
DAXX,TGFB1,-1
DAXX,TGFBR2,1
DAXX,TP53,1
DBF4,MCM7,1
DCTN6,PLK1,1
DDB1,CHEK1,-1
DDB1,E2F1,1
DDB2,CDKN1A,-1
DDB2,DDB1,-1
DDB2,XPC,1
DDR1,SHC1,1
DDR2,SHC1,1
DDX5,HDAC1,1
DDX5,RUNX2,1
DDX5,TP53,1
DDX58,IFIH1,-1
DDX58,IKBKE,1
DDX58,MAVS,1
DDX58,TBK1,1
DDX58,TRAF3,-1
DHCR24,Gene4425__DHCR24,1
DHFR,Gene1559__DHFR,1
DHFR,Gene3666__DHFR,1
DHFR,Gene3666__DHFR_reverse,1
DHFR,Gene8928__DHFR,1
DHFR,Gene9703__DHFR,1
DHFR,Gene9747__DHFR_reverse,1
DHX9,NUP98,1
DIABLO,BIRC2,-1
DIABLO,BIRC3,-1
DIABLO,BIRC5,-1
DIABLO,CASP9,1
DIABLO,XIAP,-1
DIAPH1,BAIAP2,1
DIAPH1,CDH4,1
DIAPH1,FN1,1
DKK1,KREMEN1,1
DKK1,KREMEN2,1
DKK1,LRP5,-1
DKK1,LRP6,1
DLC1,BCL2L11,-1
DLG1,NET1,1
DLG1,PTEN,1
DLGAP5,SHANK2,1
DLGAP5,SHANK3,1
DNAJB1,DNAJC3,-1
DNAJB1,MDM2,-1
DNAJC3,EIF2AK2,-1
DNAJC3,EIF2AK3,-1
DNM1,MYO1E,1
DNM2,VAV1,1
DOCK1,RAC1,1
DOCK7,CDC42,1
DOCK7,RAC1,1
DOK1,ITGB1,-1
DOK1,ITGB3,-1
DOK1,ITGB4,-1
DOK1,ITGB5,-1
DOK1,ITGB8,-1
DOK4,CRK,1
DOK4,FYN,1
DOK4,SRC,1
DPYD,Gene445__DPYD,1
DPYSL2,TUBA1A,1
DPYSL2,TUBA1B,1
DPYSL2,TUBB,1
DTL,CUL4A,1
DTL,KMT5A,-1
DUSP1,FANCI,-1
DUSP1,MAPK1,1
DUSP1,MAPK11,-1
DUSP1,MAPK12,-1
DUSP1,MAPK14,1
DUSP1,MAPK3,1
DUSP1,MAPK8,1
DUSP1,MAPK9,-1
DUSP16,MAPK11,-1
DUSP16,MAPK14,-1
DUSP16,MAPK8,-1
DUSP16,MAPK8IP1,1
DUSP16,MAPK9,-1
DUSP3,EGFR,-1
DUSP3,ERBB2,-1
DUSP3,MAPK1,1
DUSP3,MAPK14,1
DUSP3,MAPK3,-1
DUSP3,MAPK8,1
DUSP3,MAPK9,-1
DUSP4,MAPK1,1
DUSP4,MAPK14,-1
DUSP4,MAPK3,1
DUSP4,MAPK8,1
DUSP4,MAPK9,-1
DUSP5,MAPK1,-1
DUSP5,MAPK14,-1
DUSP5,MAPK3,1
DUSP6,MAPK3,1
DVL1,APC,-1
DVL1,AXIN1,-1
DVL1,DAAM1,1
DVL1,GSK3B,-1
DVL1,JUN,1
DVL1,RAC1,1
DVL1,RHOA,1
DVL1,ROCK1,1
DVL1,SMAD3,1
DVL2,AXIN1,1
DVL2,LRP6,1
DVL2,PARD6A,1
DVL2,RAC1,1
DVL3,CSNK1G1,1
DVL3,RAC1,1
DYNLL1,BCL2L11,-1
DYNLL1,RHOA,-1
DYRK1B,CCND1,-1
DYRK1B,CDKN1A,1
DYRK1B,CDKN1B,1
DYRK1B,HDAC5,-1
DYRK2,JUN,-1
DYRK2,SIAH2,1
DYRK2,TP53,1
E2F1,APAF1,1
E2F1,CASP3,1
E2F1,CASP7,1
E2F1,CDKN2A,1
E2F1,CHEK1,1
E2F1,DBF4,1
E2F1,DDB2,1
E2F1,DTL,1
E2F1,FGFR1,1
E2F1,HDAC1,1
E2F1,HSPA5,-1
E2F1,NFKB1,-1
E2F1,PCNA,1
E2F1,POLA1,1
E2F1,PPM1D,1
E2F1,PTTG1,1
E2F1,RBL1,1
E2F1,RELA,1
E2F1,SKP2,1
E2F1,TFDP1,1
E2F1,TP53,1
E2F1,TP53BP1,1
E2F1,XPC,1
E2F1,YWHAQ,1
E2F3,CCNA2,1
E2F3,CDKN2A,1
E2F3,TFDP1,1
E2F4,CDK1,-1
E2F4,RBL1,-1
E4F1,TP53,1
ECSIT,MAP3K1,1
ECSIT,MAVS,1
ECT2,CDC42,1
ECT2,RHOA,1
EEF1A1,PLCG1,1
EFNB1,EPHB2,1
EFNB1,EPHB3,1
EFNB1,NCK2,1
EGFR,ABCA1,-1
EGFR,ARF6,1
EGFR,BCAR1,-1
EGFR,CALM1,-1
EGFR,CALM2,-1
EGFR,CALM3,-1
EGFR,CAV1,1
EGFR,CBL,1
EGFR,CCND1,1
EGFR,CRK,-1
EGFR,CRKL,1
EGFR,CTNND1,-1
EGFR,CYTH2,1
EGFR,E2F1,1
EGFR,EPB41,1
EGFR,EPS15,1
EGFR,ERBB2,1
EGFR,ERBB3,1
EGFR,ERRFI1,1
EGFR,EZR,1
EGFR,FRS2,-1
EGFR,GRB2,1
EGFR,GSTP1,1
EGFR,HDAC6,-1
EGFR,HGS,1
EGFR,ITGA6,1
EGFR,LRIG1,1
EGFR,MAP2K1,1
EGFR,MUC1,1
EGFR,NCK1,1
EGFR,NCK2,1
EGFR,PCNA,1
EGFR,PIK3CA,1
EGFR,PIK3R1,1
EGFR,PIK3R2,1
EGFR,PIK3R3,1
EGFR,PLCG1,1
EGFR,PLCG2,1
EGFR,PLD2,1
EGFR,PRKDC,1
EGFR,PTK2,1
EGFR,PTPN1,1
EGFR,SHC1,1
EGFR,SOS1,1
EGFR,SOS2,1
EGFR,STAT1,1
EGFR,TNK2,1
EGFR,VAV2,1
EGFR,WASF1,1
EGLN1,HIF1A,-1
EGLN2,ADSL,1
EGLN2,HIF1A,-1
EGR1,CDKN1A,1
EGR1,DUSP1,1
EGR1,DUSP4,1
EGR1,EGFR,1
EGR1,ID3,1
EGR1,IGF2,1
EGR1,PDGFB,1
EGR1,PTEN,1
EGR1,SF1,1
EGR1,TGFB1,1
EGR1,TOPBP1,1
EGR1,TP53,1
EIF2AK2,CDK1,-1
EIF2AK2,CHUK,1
EIF2AK2,PPP2R5A,1
EIF2AK2,STAT1,1
EIF2AK2,TP53,1
EIF2AK3,APAF1,-1
EIF2AK3,BIRC2,1
EIF2AK3,BIRC3,1
EIF2AK3,NFE2L2,1
EIF2AK3,SLC7A1,1
EIF2B5,EIF2S2,1
EIF2S2,EGLN1,1
EIF3I,TGFBR2,1
EIF3J,EIF4G2,1
EIF4E,SMAD3,1
EIF4E,SMAD4,1
EIF4EBP1,EIF4E,-1
EIF4EBP1,RPTOR,-1
EIF4EBP2,EIF4E,-1
EIF4EBP3,EIF4E,1
EIF4G1,EIF4E,1
EIF4G2,APAF1,1
EIF4G2,BCL2,1
EIF4G2,BIRC2,1
EIF4G2,EIF2S2,1
EIF4G2,EIF4E,-1
EIF4G2,XIAP,1
EIF5,EIF2S2,-1
ELAVL1,ADAM10,1
ELAVL1,CCNA2,1
ELAVL1,CDKN1A,1
ELAVL1,DUSP1,1
ELAVL1,EIF4E,1
ELAVL1,ERBB2,1
ELAVL1,FOS,1
ELAVL1,MDM2,1
ELAVL1,MYC,-1
ELAVL1,TP53,1
ELAVL1,TRIB3,1
ELAVL1,VEGFA,1
ELK4,FOS,1
ENO1,Gene7225__ENO1,1
ENO1,Gene7225__ENO1_reverse,1
EPB41,DLG1,1
EPB41,NUMA1,1
EPHA2,GRB2,1
EPHA2,PIK3R1,1
EPHA2,PIK3R2,1
EPHA2,RASA1,1
EPHA2,SHC1,1
EPHB2,ITSN1,1
EPHB2,PTK2,-1
EPHB2,RASA1,1
EPHB2,RRAS,-1
EPHB2,SDC2,1
EPHB2,SRC,1
EPHB2,SYNJ1,1
EPHB3,CRK,1
EPHB3,RASA1,1
EPN1,EGFR,-1
EPOR,CBL,1
EPOR,GRB2,1
EPOR,IRS2,1
EPOR,PIK3R1,1
EPOR,PLCG1,1
EPOR,PTPN6,1
EPOR,SHC1,1
EPS15,EPN1,1
EPS15,GRB2,1
ERBB2,CDK1,-1
ERBB2,DOCK7,1
ERBB2,ERBB3,1
ERBB2,GRB2,1
ERBB2,JAK1,1
ERBB2,PAK1,1
ERBB2,PIK3CA,1
ERBB2,PIK3R1,1
ERBB2,PIK3R2,1
ERBB2,PIK3R3,1
ERBB2,PLCG1,1
ERBB2,PLCG2,1
ERBB2,PTK2,1
ERBB2,RASA1,1
ERBB2,SHC1,1
ERBB2,SNTA1,1
ERBB2,SOS1,1
ERBB3,GRB2,1
ERBB3,PIK3CA,1
ERBB3,PIK3CB,1
ERBB3,PIK3CD,1
ERBB3,PIK3R1,1
ERBB3,PIK3R2,1
ERBB3,PIK3R3,1
ERBB3,PLCG1,1
ERBB3,SHC1,1
ERBB3,SOS1,1
ERCC2,ERCC3,1
ERCC3,XPC,1
EREG,EGFR,1
EREG,ERBB3,1
ERRFI1,ERBB2,-1
ESCO1,KDM1A,1
EXOC2,TBK1,1
EZR,ACTB,1
EZR,ARHGDIB,-1
EZR,PTK2,1
F2RL1,GNAI1,1
F2RL1,GNAQ,1
F2RL1,GNAS,1
F2RL1,GNB2,1
FADD,BID,1
FADD,CASP8,1
FADD,IKBKG,1
FADD,RIPK1,1
FAM83G,CD2AP,1
FANCC,BLM,1
FANCC,EIF2AK2,-1
FANCC,FANCD2,1
FANCD2,BRCA2,1
FANCE,FANCC,1
FANCE,FANCD2,1
FANCI,FANCD2,1
FANCL,FANCD2,1
FANCL,FANCI,1
FAS,BID,1
FAS,CASP8AP2,1
FAS,DAXX,1
FAS,EGFR,1
FAS,FADD,1
FAS,PTPN6,1
FBLIM1,FLNA,1
FBXO31,CCND1,-1
FBXO5,ANAPC10,-1
FBXO5,ANAPC11,-1
FBXO5,ANAPC2,-1
FBXO5,ANAPC7,-1
FBXO5,CDC20,-1
FBXO5,CDC27,-1
FBXO5,FZR1,-1
FBXW7,AURKA,-1
FBXW7,CCNE1,-1
FBXW7,DAB2IP,-1
FBXW7,EGLN2,-1
FBXW7,JUN,-1
FBXW7,MYC,-1
FERMT2,FBLIM1,1
FGFR1,ACAT1,1
FGFR1,BCAR1,1
FGFR1,CREBBP,1
FGFR1,CTTN,-1
FGFR1,FRS2,-1
FGFR1,GRB2,1
FGFR1,LDHA,1
FGFR1,PDK1,1
FGFR1,PIK3R1,1
FGFR1,PIK3R2,1
FGFR1,PLCG1,1
FGFR2,FRS2,-1
FGFR2,GRB2,1
FGFR2,PLCG1,1
FGFR2,PTEN,1
FH,Gene4741__FH,1
FHL2,E4F1,-1
FHL2,TRAF6,-1
FKBP8,BCL2,-1
FKBP8,BCL2L1,1
FKBP8,MTOR,-1
FLCN,RRAGC,1
FLCN,RRAGD,1
FLNA,CDC42,-1
FLNA,MAP2K4,1
FLNA,MAP2K7,1
FLNA,TRAF2,-1
FN1,CD44,1
FN1,GRB2,1
FN1,ITGA2,1
FN1,ITGA3,1
FN1,ITGA5,1
FN1,ITGA6,1
FN1,ITGAV,1
FN1,ITGB1,1
FN1,ITGB3,1
FN1,ITGB5,1
FN1,ITGB8,1
FN1,RAC1,1
FN1,SDC2,1
FN1,SDC4,1
FNTA,HRAS,1
FNTA,KRAS,1
FNTA,MRAS,1
FOS,CCND1,1
FOS,ETS1,1
FOS,JUN,1
FRS2,CBL,1
FRS2,GRB2,1
FRS2,PTPN11,1
FST,GDF11,-1
FST,INHBA,-1
FUS,BCL2,-1
FUS,BCL2L1,-1
FUS,BCL2L11,1
FUS,CSDE1,1
FUS,DHX9,-1
FYCO1,MAP1LC3A,1
FYCO1,MAP1LC3B,1
FYN,ABL1,1
FYN,ACP1,1
FYN,ARHGAP32,1
FYN,ARHGAP33,-1
FYN,ARHGAP35,1
FYN,BCAR1,1
FYN,CAV1,1
FYN,CBL,1
FYN,CDK5,1
FYN,DOK1,1
FYN,EPHB2,1
FYN,GRB10,-1
FYN,GRB2,1
FYN,ITCH,-1
FYN,ITGB1,1
FYN,ITGB3,1
FYN,LAT,1
FYN,MAPK14,1
FYN,NFE2L2,-1
FYN,PGD,1
FYN,PIK3CA,1
FYN,PIK3R1,1
FYN,PLCG1,1
FYN,PLCG2,1
FYN,PLD2,1
FYN,PRKCA,1
FYN,PRKCD,1
FYN,PRKCE,1
FYN,PTK2,1
FYN,PTPN11,1
FYN,PTPRF,1
FYN,PXN,1
FYN,RAPGEF1,1
FYN,RPS6KA3,1
FYN,RRAS,1
FYN,SDC4,1
FYN,SHC1,1
FYN,SNCA,1
FYN,SOS1,1
FYN,TGFB1I1,1
FYN,TUBA1A,1
FYN,TUBA1B,1
FYN,VAV1,1
FYN,VAV2,1
FZD1,DVL1,1
FZD1,DVL2,1
FZD1,DVL3,1
FZD5,DVL1,1
FZD5,DVL2,1
FZD5,DVL3,1
FZD5,LRP5,1
FZD5,LRP6,1
FZD7,DVL1,1
FZD7,GNAS,1
FZR1,ANAPC1,1
FZR1,ANAPC10,1
FZR1,ANAPC2,1
FZR1,ANAPC4,1
FZR1,ANAPC5,1
FZR1,CDC16,1
FZR1,CDC23,1
FZR1,CDC27,1
G3BP1,DDX58,-1
G3BP1,EIF2AK2,1
G3BP1,G3BP2,1
G3BP2,G3BP1,1
G6PD,Gene7544__G6PD_reverse,1
GAB2,ARHGAP32,1
GAB2,PIK3CA,1
GAB2,PIK3R1,1
GAB2,PIK3R2,1
GABARAP,ATG7,1
GABARAP,DVL2,-1
GABARAP,GPHN,1
GABARAPL1,SQSTM1,1
GABARAPL2,SQSTM1,1
GAD1,Gene3634__GAD1,1
GAD1,Gene5471__GAD1,1
